IACAIDAD,CD10,Iowa,,,"INSERT INTO #pcr VALUES ('IACAIDAD','CD10','Iowa')",,,,,,,,,,,,
IAHWMA1,CD06,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMA1','CD06','Iowa')",,,,,,,,,,,,
IAHWMDN,CD06,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMDN','CD06','Iowa')",,,,,,,,,,,,
IAHWAD01,CD06,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWAD01','CD06','Iowa')",,,,,,,,,,,,
IAHWADN0,CD06,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWADN0','CD06','Iowa')",,,,,,,,,,,,
IACAIDAD,CD11,Iowa,,,"INSERT INTO #pcr VALUES ('IACAIDAD','CD11','Iowa')",,,,,,,,,,,,
IACAIDAD,CD12,Iowa,,,"INSERT INTO #pcr VALUES ('IACAIDAD','CD12','Iowa')",,,,,,,,,,,,
IACAIDAD,CD13,Iowa,,,"INSERT INTO #pcr VALUES ('IACAIDAD','CD13','Iowa')",,,,,,,,,,,,
IACAIDAD,CD14,Iowa,,,"INSERT INTO #pcr VALUES ('IACAIDAD','CD14','Iowa')",,,,,,,,,,,,
IACAIDAD,CD15,Iowa,,,"INSERT INTO #pcr VALUES ('IACAIDAD','CD15','Iowa')",,,,,,,,,,,,
IAHWMA1,CD07,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMA1','CD07','Iowa')",,,,,,,,,,,,
IAHWMDN,CD07,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMDN','CD07','Iowa')",,,,,,,,,,,,
IAHWAD01,CD07,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWAD01','CD07','Iowa')",,,,,,,,,,,,
IAHWADN0,CD07,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWADN0','CD07','Iowa')",,,,,,,,,,,,
IACAIDAD,CD16,Iowa,,,"INSERT INTO #pcr VALUES ('IACAIDAD','CD16','Iowa')",,,,,,,,,,,,
IACAIDAD,CD17,Iowa,,,"INSERT INTO #pcr VALUES ('IACAIDAD','CD17','Iowa')",,,,,,,,,,,,
IACAIDAD,CD18,Iowa,,,"INSERT INTO #pcr VALUES ('IACAIDAD','CD18','Iowa')",,,,,,,,,,,,
IACAIDAD,CD19,Iowa,,,"INSERT INTO #pcr VALUES ('IACAIDAD','CD19','Iowa')",,,,,,,,,,,,
IACDNB00,CD01,Iowa,,,"INSERT INTO #pcr VALUES ('IACDNB00','CD01','Iowa')",,,,,,,,,,,,
IAHWMA1,CD08,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMA1','CD08','Iowa')",,,,,,,,,,,,
IAHWMDN,CD08,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMDN','CD08','Iowa')",,,,,,,,,,,,
IAHWAD01,CD08,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWAD01','CD08','Iowa')",,,,,,,,,,,,
IAHWADN0,CD08,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWADN0','CD08','Iowa')",,,,,,,,,,,,
IACDNB00,CD02,Iowa,,,"INSERT INTO #pcr VALUES ('IACDNB00','CD02','Iowa')",,,,,,,,,,,,
IACDNB00,CD03,Iowa,,,"INSERT INTO #pcr VALUES ('IACDNB00','CD03','Iowa')",,,,,,,,,,,,
IACDNB00,CD04,Iowa,,,"INSERT INTO #pcr VALUES ('IACDNB00','CD04','Iowa')",,,,,,,,,,,,
IACDNB00,CD05,Iowa,,,"INSERT INTO #pcr VALUES ('IACDNB00','CD05','Iowa')",,,,,,,,,,,,
IACDNB00,CD06,Iowa,,,"INSERT INTO #pcr VALUES ('IACDNB00','CD06','Iowa')",,,,,,,,,,,,
IAHWMA1,CD09,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMA1','CD09','Iowa')",,,,,,,,,,,,
IAHWMDN,CD09,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMDN','CD09','Iowa')",,,,,,,,,,,,
IAHWAD01,CD09,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWAD01','CD09','Iowa')",,,,,,,,,,,,
IAHWADN0,CD09,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWADN0','CD09','Iowa')",,,,,,,,,,,,
IACDNB00,CD07,Iowa,,,"INSERT INTO #pcr VALUES ('IACDNB00','CD07','Iowa')",,,,,,,,,,,,
IACDNB00,CD08,Iowa,,,"INSERT INTO #pcr VALUES ('IACDNB00','CD08','Iowa')",,,,,,,,,,,,
IACDNB00,CD09,Iowa,,,"INSERT INTO #pcr VALUES ('IACDNB00','CD09','Iowa')",,,,,,,,,,,,
IACDNB00,CD10,Iowa,,,"INSERT INTO #pcr VALUES ('IACDNB00','CD10','Iowa')",,,,,,,,,,,,
IACDNB00,CD11,Iowa,,,"INSERT INTO #pcr VALUES ('IACDNB00','CD11','Iowa')",,,,,,,,,,,,
IAHWMA1,CD10,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMA1','CD10','Iowa')",,,,,,,,,,,,
IAHWMDN,CD10,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMDN','CD10','Iowa')",,,,,,,,,,,,
IAHWAD01,CD10,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWAD01','CD10','Iowa')",,,,,,,,,,,,
IAHWADN0,CD10,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWADN0','CD10','Iowa')",,,,,,,,,,,,
IACDNB00,CD12,Iowa,,,"INSERT INTO #pcr VALUES ('IACDNB00','CD12','Iowa')",,,,,,,,,,,,
IACDNB00,CD13,Iowa,,,"INSERT INTO #pcr VALUES ('IACDNB00','CD13','Iowa')",,,,,,,,,,,,
IACDNB00,CD14,Iowa,,,"INSERT INTO #pcr VALUES ('IACDNB00','CD14','Iowa')",,,,,,,,,,,,
IACDNB00,CD15,Iowa,,,"INSERT INTO #pcr VALUES ('IACDNB00','CD15','Iowa')",,,,,,,,,,,,
IACDNB00,CD16,Iowa,,,"INSERT INTO #pcr VALUES ('IACDNB00','CD16','Iowa')",,,,,,,,,,,,
IAHWMA1,CD11,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMA1','CD11','Iowa')",,,,,,,,,,,,
IAHWMDN,CD11,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMDN','CD11','Iowa')",,,,,,,,,,,,
IAHWAD01,CD11,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWAD01','CD11','Iowa')",,,,,,,,,,,,
IAHWADN0,CD11,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWADN0','CD11','Iowa')",,,,,,,,,,,,
IACDNB00,CD17,Iowa,,,"INSERT INTO #pcr VALUES ('IACDNB00','CD17','Iowa')",,,,,,,,,,,,
IACDNB00,CD18,Iowa,,,"INSERT INTO #pcr VALUES ('IACDNB00','CD18','Iowa')",,,,,,,,,,,,
IACDNB00,CD19,Iowa,,,"INSERT INTO #pcr VALUES ('IACDNB00','CD19','Iowa')",,,,,,,,,,,,
IACDPW00,CD01,Iowa,,,"INSERT INTO #pcr VALUES ('IACDPW00','CD01','Iowa')",,,,,,,,,,,,
IACDPW00,CD02,Iowa,,,"INSERT INTO #pcr VALUES ('IACDPW00','CD02','Iowa')",,,,,,,,,,,,
IAHWMA1,CD12,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMA1','CD12','Iowa')",,,,,,,,,,,,
IAHWMDN,CD12,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMDN','CD12','Iowa')",,,,,,,,,,,,
IAHWAD01,CD12,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWAD01','CD12','Iowa')",,,,,,,,,,,,
IAHWADN0,CD12,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWADN0','CD12','Iowa')",,,,,,,,,,,,
IACDPW00,CD03,Iowa,,,"INSERT INTO #pcr VALUES ('IACDPW00','CD03','Iowa')",,,,,,,,,,,,
IACDPW00,CD04,Iowa,,,"INSERT INTO #pcr VALUES ('IACDPW00','CD04','Iowa')",,,,,,,,,,,,
IACDPW00,CD05,Iowa,,,"INSERT INTO #pcr VALUES ('IACDPW00','CD05','Iowa')",,,,,,,,,,,,
IACDPW00,CD06,Iowa,,,"INSERT INTO #pcr VALUES ('IACDPW00','CD06','Iowa')",,,,,,,,,,,,
IACDPW00,CD07,Iowa,,,"INSERT INTO #pcr VALUES ('IACDPW00','CD07','Iowa')",,,,,,,,,,,,
IAHWMA1,CD13,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMA1','CD13','Iowa')",,,,,,,,,,,,
IAHWMDN,CD13,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMDN','CD13','Iowa')",,,,,,,,,,,,
IAHWAD01,CD13,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWAD01','CD13','Iowa')",,,,,,,,,,,,
IAHWADN0,CD13,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWADN0','CD13','Iowa')",,,,,,,,,,,,
IACDPW00,CD08,Iowa,,,"INSERT INTO #pcr VALUES ('IACDPW00','CD08','Iowa')",,,,,,,,,,,,
IACDPW00,CD09,Iowa,,,"INSERT INTO #pcr VALUES ('IACDPW00','CD09','Iowa')",,,,,,,,,,,,
IACDPW00,CD10,Iowa,,,"INSERT INTO #pcr VALUES ('IACDPW00','CD10','Iowa')",,,,,,,,,,,,
IACDPW00,CD11,Iowa,,,"INSERT INTO #pcr VALUES ('IACDPW00','CD11','Iowa')",,,,,,,,,,,,
IACDPW00,CD12,Iowa,,,"INSERT INTO #pcr VALUES ('IACDPW00','CD12','Iowa')",,,,,,,,,,,,
IAHWMA1,CD14,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMA1','CD14','Iowa')",,,,,,,,,,,,
IAHWMDN,CD14,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMDN','CD14','Iowa')",,,,,,,,,,,,
IAHWAD01,CD14,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWAD01','CD14','Iowa')",,,,,,,,,,,,
IAHWADN0,CD14,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWADN0','CD14','Iowa')",,,,,,,,,,,,
IACDPW00,CD13,Iowa,,,"INSERT INTO #pcr VALUES ('IACDPW00','CD13','Iowa')",,,,,,,,,,,,
IACDPW00,CD14,Iowa,,,"INSERT INTO #pcr VALUES ('IACDPW00','CD14','Iowa')",,,,,,,,,,,,
IACDPW00,CD15,Iowa,,,"INSERT INTO #pcr VALUES ('IACDPW00','CD15','Iowa')",,,,,,,,,,,,
IACDPW00,CD16,Iowa,,,"INSERT INTO #pcr VALUES ('IACDPW00','CD16','Iowa')",,,,,,,,,,,,
IACDPW00,CD17,Iowa,,,"INSERT INTO #pcr VALUES ('IACDPW00','CD17','Iowa')",,,,,,,,,,,,
IAHWMA1,CD15,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMA1','CD15','Iowa')",,,,,,,,,,,,
IAHWMDN,CD15,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMDN','CD15','Iowa')",,,,,,,,,,,,
IAHWAD01,CD15,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWAD01','CD15','Iowa')",,,,,,,,,,,,
IAHWADN0,CD15,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWADN0','CD15','Iowa')",,,,,,,,,,,,
IACDPW00,CD18,Iowa,,,"INSERT INTO #pcr VALUES ('IACDPW00','CD18','Iowa')",,,,,,,,,,,,
IACDPW00,CD19,Iowa,,,"INSERT INTO #pcr VALUES ('IACDPW00','CD19','Iowa')",,,,,,,,,,,,
IATEMPNB,CD01,Iowa,,,"INSERT INTO #pcr VALUES ('IATEMPNB','CD01','Iowa')",,,,,,,,,,,,
IATEMPNB,CD02,Iowa,,,"INSERT INTO #pcr VALUES ('IATEMPNB','CD02','Iowa')",,,,,,,,,,,,
IATEMPNB,CD03,Iowa,,,"INSERT INTO #pcr VALUES ('IATEMPNB','CD03','Iowa')",,,,,,,,,,,,
IAHWMA1,CD16,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMA1','CD16','Iowa')",,,,,,,,,,,,
IAHWMDN,CD16,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMDN','CD16','Iowa')",,,,,,,,,,,,
IAHWAD01,CD16,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWAD01','CD16','Iowa')",,,,,,,,,,,,
IAHWADN0,CD16,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWADN0','CD16','Iowa')",,,,,,,,,,,,
IATEMPNB,CD04,Iowa,,,"INSERT INTO #pcr VALUES ('IATEMPNB','CD04','Iowa')",,,,,,,,,,,,
IATEMPNB,CD05,Iowa,,,"INSERT INTO #pcr VALUES ('IATEMPNB','CD05','Iowa')",,,,,,,,,,,,
IATEMPNB,CD06,Iowa,,,"INSERT INTO #pcr VALUES ('IATEMPNB','CD06','Iowa')",,,,,,,,,,,,
IATEMPNB,CD07,Iowa,,,"INSERT INTO #pcr VALUES ('IATEMPNB','CD07','Iowa')",,,,,,,,,,,,
IATEMPNB,CD08,Iowa,,,"INSERT INTO #pcr VALUES ('IATEMPNB','CD08','Iowa')",,,,,,,,,,,,
IAHWMA1,CD17,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMA1','CD17','Iowa')",,,,,,,,,,,,
IAHWMDN,CD17,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMDN','CD17','Iowa')",,,,,,,,,,,,
IAHWAD01,CD17,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWAD01','CD17','Iowa')",,,,,,,,,,,,
IAHWADN0,CD17,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWADN0','CD17','Iowa')",,,,,,,,,,,,
IATEMPNB,CD09,Iowa,,,"INSERT INTO #pcr VALUES ('IATEMPNB','CD09','Iowa')",,,,,,,,,,,,
IATEMPNB,CD10,Iowa,,,"INSERT INTO #pcr VALUES ('IATEMPNB','CD10','Iowa')",,,,,,,,,,,,
IATEMPNB,CD11,Iowa,,,"INSERT INTO #pcr VALUES ('IATEMPNB','CD11','Iowa')",,,,,,,,,,,,
IATEMPNB,CD12,Iowa,,,"INSERT INTO #pcr VALUES ('IATEMPNB','CD12','Iowa')",,,,,,,,,,,,
IATEMPNB,CD13,Iowa,,,"INSERT INTO #pcr VALUES ('IATEMPNB','CD13','Iowa')",,,,,,,,,,,,
IAHWMA1,CD18,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMA1','CD18','Iowa')",,,,,,,,,,,,
IAHWMDN,CD18,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMDN','CD18','Iowa')",,,,,,,,,,,,
IAHWAD01,CD18,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWAD01','CD18','Iowa')",,,,,,,,,,,,
IAHWADN0,CD18,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWADN0','CD18','Iowa')",,,,,,,,,,,,
IATEMPNB,CD14,Iowa,,,"INSERT INTO #pcr VALUES ('IATEMPNB','CD14','Iowa')",,,,,,,,,,,,
IATEMPNB,CD15,Iowa,,,"INSERT INTO #pcr VALUES ('IATEMPNB','CD15','Iowa')",,,,,,,,,,,,
IATEMPNB,CD16,Iowa,,,"INSERT INTO #pcr VALUES ('IATEMPNB','CD16','Iowa')",,,,,,,,,,,,
IATEMPNB,CD17,Iowa,,,"INSERT INTO #pcr VALUES ('IATEMPNB','CD17','Iowa')",,,,,,,,,,,,
IATEMPNB,CD18,Iowa,,,"INSERT INTO #pcr VALUES ('IATEMPNB','CD18','Iowa')",,,,,,,,,,,,
IAHWMA1,CD19,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMA1','CD19','Iowa')",,,,,,,,,,,,
IAHWMDN,CD19,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWMDN','CD19','Iowa')",,,,,,,,,,,,
IAHWAD01,CD19,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWAD01','CD19','Iowa')",,,,,,,,,,,,
IAHWADN0,CD19,Iowa,,,"INSERT INTO #pcr VALUES ('IAHWADN0','CD19','Iowa')",,,,,,,,,,,,
IATEMPNB,CD19,Iowa,,,"INSERT INTO #pcr VALUES ('IATEMPNB','CD19','Iowa')",,,,,,,,,,,,
IAFPWV00,FC01,Iowa,,,"INSERT INTO #pcr VALUES ('IAFPWV00','FC01','Iowa')",,,,,,,,,,,,
IAFPWV00,FC02,Iowa,,,"INSERT INTO #pcr VALUES ('IAFPWV00','FC02','Iowa')",,,,,,,,,,,,
IAFPWV00,FC03,Iowa,,,"INSERT INTO #pcr VALUES ('IAFPWV00','FC03','Iowa')",,,,,,,,,,,,
IAFPWV00,FC04,Iowa,,,"INSERT INTO #pcr VALUES ('IAFPWV00','FC04','Iowa')",,,,,,,,,,,,
IAFPWV00,FC05,Iowa,,,"INSERT INTO #pcr VALUES ('IAFPWV00','FC05','Iowa')",,,,,,,,,,,,
IAFPWV00,FC06,Iowa,,,"INSERT INTO #pcr VALUES ('IAFPWV00','FC06','Iowa')",,,,,,,,,,,,
IAFPWV00,FC07,Iowa,,,"INSERT INTO #pcr VALUES ('IAFPWV00','FC07','Iowa')",,,,,,,,,,,,
IAFPWV00,FC08,Iowa,,,"INSERT INTO #pcr VALUES ('IAFPWV00','FC08','Iowa')",,,,,,,,,,,,
IAFPWV00,FC09,Iowa,,,"INSERT INTO #pcr VALUES ('IAFPWV00','FC09','Iowa')",,,,,,,,,,,,
IAFPWV00,FC10,Iowa,,,"INSERT INTO #pcr VALUES ('IAFPWV00','FC10','Iowa')",,,,,,,,,,,,
IAFPWV00,FC11,Iowa,,,"INSERT INTO #pcr VALUES ('IAFPWV00','FC11','Iowa')",,,,,,,,,,,,
IAFPWV00,FC12,Iowa,,,"INSERT INTO #pcr VALUES ('IAFPWV00','FC12','Iowa')",,,,,,,,,,,,
IAFPWV00,FC13,Iowa,,,"INSERT INTO #pcr VALUES ('IAFPWV00','FC13','Iowa')",,,,,,,,,,,,
IAFPWV00,FC14,Iowa,,,"INSERT INTO #pcr VALUES ('IAFPWV00','FC14','Iowa')",,,,,,,,,,,,
IAFPWV00,FC15,Iowa,,,"INSERT INTO #pcr VALUES ('IAFPWV00','FC15','Iowa')",,,,,,,,,,,,
IAFPWV00,FC16,Iowa,,,"INSERT INTO #pcr VALUES ('IAFPWV00','FC16','Iowa')",,,,,,,,,,,,
IAFPWV00,FC17,Iowa,,,"INSERT INTO #pcr VALUES ('IAFPWV00','FC17','Iowa')",,,,,,,,,,,,
IAFPWV00,FC18,Iowa,,,"INSERT INTO #pcr VALUES ('IAFPWV00','FC18','Iowa')",,,,,,,,,,,,
IAFPWV00,FC19,Iowa,,,"INSERT INTO #pcr VALUES ('IAFPWV00','FC19','Iowa')",,,,,,,,,,,,
IACHIP00,KD01,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIP00','KD01','Iowa')",,,,,,,,,,,,
IACHIPN0,KD01,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIPN0','KD01','Iowa')",,,,,,,,,,,,
IACHIP00,KD02,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIP00','KD02','Iowa')",,,,,,,,,,,,
IACHIPN0,KD02,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIPN0','KD02','Iowa')",,,,,,,,,,,,
IACHIP00,KD03,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIP00','KD03','Iowa')",,,,,,,,,,,,
IACHIPN0,KD03,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIPN0','KD03','Iowa')",,,,,,,,,,,,
IACHIP00,KD04,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIP00','KD04','Iowa')",,,,,,,,,,,,
IACHIPN0,KD04,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIPN0','KD04','Iowa')",,,,,,,,,,,,
IACHIP00,KD05,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIP00','KD05','Iowa')",,,,,,,,,,,,
IACHIPN0,KD05,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIPN0','KD05','Iowa')",,,,,,,,,,,,
IACHIP00,KD06,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIP00','KD06','Iowa')",,,,,,,,,,,,
IACHIPN0,KD06,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIPN0','KD06','Iowa')",,,,,,,,,,,,
IACHIP00,KD07,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIP00','KD07','Iowa')",,,,,,,,,,,,
IACHIPN0,KD07,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIPN0','KD07','Iowa')",,,,,,,,,,,,
IACHIP00,KD08,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIP00','KD08','Iowa')",,,,,,,,,,,,
IACHIPN0,KD08,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIPN0','KD08','Iowa')",,,,,,,,,,,,
IACHIP00,KD09,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIP00','KD09','Iowa')",,,,,,,,,,,,
IACHIPN0,KD09,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIPN0','KD09','Iowa')",,,,,,,,,,,,
IACHIP00,KD10,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIP00','KD10','Iowa')",,,,,,,,,,,,
IACHIPN0,KD10,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIPN0','KD10','Iowa')",,,,,,,,,,,,
IACHIP00,KD11,Iowa,,,"INSERT INTO #pcr VALUES ('IACHIP00','KD11','Iowa')",,,,,,,,,,,,
